t2.large,c5.2xlarge,g4dn.xlarge,ssee,estimated_makespan,true_makespan,err
7,3,2,12,11868,5903,101.1
12,3,0,12,11655,10384,12.2
9,2,2,12,12005,6215,93.2
12,1,2,12,11587,6059,91.2
8,4,1,12,11516,7374,56.2
5,2,3,12,12167,5628,116.2
1,1,3,12,11884,5826,104.0
10,4,0,12,11789,10294,14.5
14,0,2,12,11636,6216,87.2
11,0,3,12,12016,5634,113.3
11,2,1,12,12324,7572,62.8
14,2,0,12,11694,10903,7.3
11,0,2,13,13212,6361,107.7
2,3,2,13,12929,6394,102.2
10,0,3,13,12896,5767,123.6
7,3,1,13,13293,7855,69.2
12,0,2,13,12723,6368,99.8
12,1,1,13,12768,7522,69.7
3,3,2,13,12897,6367,102.6
11,2,0,13,13430,12269,9.5
0,3,1,13,12542,8959,40.0
5,4,1,13,12786,7633,67.5
8,4,0,13,12746,10818,17.8
9,0,3,13,13032,5665,130.0
16,0,0,13,12661,12924,2.0
5,3,2,13,12679,6247,103.0
8,3,1,13,12715,7458,70.5
6,1,3,13,13148,5681,131.4
5,1,3,13,13564,5683,138.7
7,2,2,13,12845,6291,104.2
14,0,1,13,12660,8059,57.1
7,4,0,13,13375,11292,18.4
1,3,2,13,12770,6405,99.4
13,0,1,13,13264,8120,63.3
15,0,0,13,13144,13527,2.8
10,2,1,13,12744,7602,67.6
9,3,0,13,13533,11764,15.0
7,1,3,13,12726,5604,127.1
6,2,2,13,13370,6293,112.5
4,4,1,13,13456,7909,70.1
4,3,2,13,13138,6332,107.5
1,4,1,13,13219,8168,61.8
10,1,2,13,12543,6200,102.3
9,1,2,13,13274,6268,111.8
10,3,0,13,12732,11178,13.9
14,1,0,13,12725,12432,2.4
11,1,1,13,13376,8101,65.1
9,2,1,13,13357,7593,75.9
13,1,0,13,13392,13220,1.3
12,2,0,13,12772,11660,9.5
5,2,2,14,14084,6284,124.1
3,1,3,14,14204,5779,145.8
7,0,3,14,14160,5725,147.3
8,0,3,14,13535,5654,139.4
1,2,2,14,14371,6693,114.7
0,2,1,14,13733,9834,39.6
6,4,0,14,13918,11643,19.5
1,0,3,14,14239,5992,137.6
8,1,2,14,13904,6348,119.0
8,3,0,14,14368,12637,13.7
4,1,3,14,13897,5724,142.8
10,2,0,14,14406,13159,9.5
3,4,1,14,13595,7588,79.2
12,0,1,14,13943,8179,70.5
10,1,1,14,14247,8097,76.0
2,4,1,14,13755,8125,69.3
6,3,1,14,14009,8013,74.8
10,0,2,14,13958,6365,119.3
2,1,3,14,13852,5767,140.2
8,2,1,14,13992,8020,74.5
12,1,0,14,14079,13574,3.7
7,2,1,15,14857,8149,82.3
5,3,1,15,14903,8135,83.2
4,3,1,15,15039,8189,83.6
3,2,2,15,15203,6412,137.1
6,1,2,15,15521,6423,141.6
11,0,1,15,14902,8404,77.3
2,2,2,15,14776,6518,126.7
9,1,1,15,14948,8289,80.3
4,2,2,15,14719,6403,129.9
7,1,2,15,14587,6377,128.7
6,0,3,15,14970,5708,162.3
7,3,0,15,15356,13404,14.6
5,4,0,15,14857,12286,20.9
9,0,2,15,14654,6381,129.7
13,0,0,15,14746,15278,3.5
8,0,2,16,15649,6411,144.1
8,1,1,16,16010,8518,88.0
5,1,2,16,16247,6393,154.1
4,4,0,16,15860,13398,18.4
3,3,1,16,15695,8310,88.9
10,1,0,16,16174,15463,4.6
6,2,1,16,15877,8225,93.0
8,2,0,16,16343,14645,11.6
10,0,1,16,15915,8707,82.8
1,3,1,16,16438,8921,84.3
2,0,3,16,16410,5912,177.6
4,0,3,16,16299,5836,179.3
5,0,3,16,15536,5759,169.8
2,3,1,16,15997,8469,88.9
1,1,2,17,17056,7345,132.2
7,0,2,17,16942,6480,161.5
3,0,3,17,16821,5866,186.8
5,2,1,17,16712,8293,101.5
9,0,1,17,17117,8931,91.7
3,4,0,17,16658,13911,19.7
7,1,1,17,17383,8866,96.1
4,1,2,17,17237,6561,162.7
4,2,1,18,17943,8849,102.8
3,1,2,18,18040,6575,174.4
6,0,2,18,17914,6430,178.6
5,3,0,18,17515,14864,17.8
2,1,2,18,18215,6986,160.7
8,0,1,19,18721,9146,104.7
5,0,2,19,19382,6525,197.0
3,2,1,19,19055,9218,106.7
6,1,1,19,18568,9020,105.9
0,1,1,19,18887,11281,67.4
7,0,1,20,20368,9768,108.5
1,2,1,21,20984,9898,112.0
5,1,1,21,20556,9397,118.8
2,2,1,21,20519,9523,115.5
4,0,2,21,21010,6625,217.1
6,0,1,22,22496,10000,125.0
4,1,1,22,22283,9834,126.6
1,0,2,23,22932,7758,195.6
3,0,2,23,22754,6852,232.1
2,0,2,24,23922,7515,218.3
3,1,1,25,24570,10233,140.1
5,0,1,25,25465,10268,148.0
2,1,1,27,27283,10720,154.5
1,1,1,29,28952,11272,156.8
4,0,1,29,28980,10981,163.9
2,0,1,41,40857,11551,253.7
1,0,1,48,48012,13475,256.3
3,0,1,48,47710,11603,311.2
