t2.large,c5.2xlarge,g4dn.xlarge,ssee,simulated_makespan
3,0,2,23,5.4221770000000005
2,0,2,24,5.550599
3,1,1,25,7.8620829999999895
5,0,1,25,8.28467199999999
2,1,1,27,8.276432999999992
1,1,1,29,8.600438999999982
4,0,1,29,8.456512000000021
2,0,1,41,8.954666000000008
1,0,1,48,9.932730000000014
3,0,1,48,11.405935000000014
