t2.large,c5.2xlarge,g4dn.xlarge,ssee,estimated_makespan,true_makespan,err
7,0,3,6,5962,5725,4.1
6,3,2,6,5722,6058,5.5
13,0,3,6,5607,5593,0.3
6,4,1,6,6183,7482,17.4
4,4,2,6,5528,5972,7.4
11,4,1,6,5840,6855,14.8
13,1,1,6,6526,7456,12.5
9,0,3,6,5879,5665,3.8
12,2,2,6,5724,5664,1.1
14,1,1,6,6378,7571,15.8
6,0,3,6,6050,5708,6.0
6,1,3,6,5675,5681,0.1
12,3,0,6,6453,10384,37.9
13,3,0,6,6432,10427,38.3
4,2,2,6,6317,6403,1.3
10,3,1,6,6162,7448,17.3
8,3,2,6,5639,5978,5.7
5,2,2,6,6230,6284,0.9
3,0,3,6,5806,5866,1.0
10,0,3,6,5923,5767,2.7
0,4,1,6,6337,8215,22.9
12,0,2,6,6339,6368,0.5
5,3,2,6,5871,6247,6.0
10,2,2,6,5872,6141,4.4
14,0,2,6,6088,6216,2.1
1,1,2,6,6149,7345,16.3
3,3,2,6,5915,6367,7.1
10,4,0,6,6504,10294,36.8
10,4,1,6,5929,6939,14.6
5,1,3,6,5666,5683,0.3
5,4,1,6,6368,7633,16.6
11,2,1,6,6488,7572,14.3
11,4,0,6,6310,9855,36.0
9,4,1,6,6012,6900,12.9
10,1,2,6,6129,6200,1.1
9,3,1,6,6286,7248,13.3
9,3,2,6,5625,5683,1.0
8,3,1,6,6444,7458,13.6
13,2,1,6,6272,7556,17.0
8,4,1,6,5975,7374,19.0
1,2,2,6,5935,6693,11.3
13,1,2,6,5956,6207,4.0
3,2,2,6,6278,6412,2.1
11,1,2,6,6133,6246,1.8
11,0,3,6,5796,5634,2.9
3,4,2,6,5590,6249,10.5
4,3,2,6,6026,6332,4.8
8,1,2,6,6483,6348,2.1
12,1,2,6,5920,6059,2.3
1,3,2,6,5675,6405,11.4
12,3,1,6,6019,6972,13.7
1,4,1,6,6434,8168,21.2
7,1,3,6,5702,5604,1.7
9,1,2,6,6392,6268,2.0
11,0,2,6,6459,6361,1.5
2,3,2,6,5778,6394,9.6
8,0,3,6,5930,5654,4.9
12,2,1,6,6273,7154,12.3
11,3,2,6,5569,5688,2.1
4,0,3,6,5937,5836,1.7
9,2,2,6,5934,6215,4.5
5,0,3,6,5987,5759,4.0
8,4,0,7,6754,10818,37.6
7,0,2,7,7143,6480,10.2
7,3,1,7,6543,7855,16.7
5,3,1,7,6935,8135,14.8
15,0,0,7,7282,13527,46.2
12,0,1,7,7056,8179,13.7
0,2,1,7,7187,9834,26.9
8,3,0,7,7404,12637,41.4
2,1,2,7,6564,6986,6.0
15,1,0,7,6847,11675,41.4
7,2,1,7,7076,8149,13.2
6,0,2,7,7276,6430,13.2
5,0,2,7,7423,6525,13.8
4,3,1,7,6866,8189,16.2
3,4,1,7,6504,7588,14.3
14,0,1,7,6736,8059,16.4
5,1,2,7,6697,6393,4.8
5,2,1,7,7471,8293,9.9
8,0,2,7,6876,6411,7.3
9,2,1,7,6657,7593,12.3
3,3,1,7,7036,8310,15.3
1,3,1,7,7191,8921,19.4
11,3,0,7,6720,10873,38.2
13,2,0,7,6685,11236,40.5
4,4,1,7,6573,7909,16.9
14,2,0,7,6557,10903,39.9
9,3,0,7,7162,11764,39.1
5,4,0,7,7396,12286,39.8
9,1,1,7,7187,8289,13.3
7,1,2,7,6517,6377,2.2
0,3,1,7,6792,8959,24.2
4,1,2,7,6826,6561,4.0
6,3,1,7,6710,8013,16.3
12,1,1,7,6602,7522,12.2
1,0,2,7,6676,7758,13.9
13,0,1,7,6852,8120,15.6
2,0,2,7,7299,7515,2.9
10,3,0,7,6801,11178,39.2
9,0,2,7,6638,6381,4.0
14,1,0,7,7034,12432,43.4
6,2,1,7,7303,8225,11.2
16,0,0,7,7184,12924,44.4
2,3,1,7,7020,8469,17.1
11,2,0,7,7143,12269,41.8
6,1,2,7,6736,6423,4.9
9,4,0,7,6575,10538,37.6
10,0,2,7,6572,6365,3.3
10,1,1,7,7060,8097,12.8
2,4,1,7,6583,8125,19.0
12,2,0,7,6936,11660,40.5
13,1,0,7,7269,13220,45.0
3,1,2,7,6788,6575,3.2
11,0,1,7,7356,8404,12.5
7,4,0,7,6903,11292,38.9
11,1,1,7,6825,8101,15.8
15,0,1,7,6622,7510,11.8
6,4,0,7,7086,11643,39.1
8,2,1,7,6833,8020,14.8
8,0,1,8,8500,9146,7.1
8,2,0,8,8296,14645,43.4
8,1,1,8,7531,8518,11.6
4,4,0,8,7770,13398,42.0
3,2,1,8,7927,9218,14.0
12,1,0,8,7512,13574,44.7
10,1,0,8,8412,15463,45.6
9,0,1,8,8012,8931,10.3
7,1,1,8,7915,8866,10.7
10,2,0,8,7567,13159,42.5
3,4,0,8,8087,13911,41.9
1,2,1,8,8186,9898,17.3
10,0,1,8,7632,8707,12.3
6,1,1,8,8132,9020,9.8
13,0,0,8,7991,15278,47.7
4,0,2,8,7526,6625,13.6
4,2,1,8,7770,8849,12.2
7,3,0,8,7746,13404,42.2
3,0,2,8,7511,6852,9.6
2,2,1,8,8228,9523,13.6
5,3,0,9,8551,14864,42.5
3,1,1,9,9342,10233,8.7
5,1,1,9,8604,9397,8.4
6,0,1,9,9497,10000,5.0
0,1,1,9,8793,11281,22.1
4,1,1,9,8956,9834,8.9
7,0,1,9,8970,9768,8.2
0,0,1,9,8664,14637,40.8
1,1,1,10,10016,11272,11.1
5,0,1,10,10189,10268,0.8
2,1,1,10,9848,10720,8.1
4,0,1,11,10835,10981,1.3
1,0,1,13,13372,13475,0.8
2,0,1,13,12932,11551,12.0
3,0,1,17,17201,11603,48.2
