t2.large,c5.2xlarge,g4dn.xlarge,ssee,estimated_makespan,true_makespan,err
7,2,2,4,3824,4822,20.7
2,2,2,4,4392,5381,18.4
13,0,2,4,3908,5132,23.9
6,4,3,4,3714,4273,13.1
6,4,2,4,3609,4597,21.5
6,2,2,4,3918,5089,23.0
12,1,2,4,3677,4839,24.0
7,0,2,4,4454,5717,22.1
3,4,2,4,3745,4721,20.7
3,3,2,4,3967,4901,19.1
4,3,2,4,3851,4884,21.2
1,0,3,4,3923,4615,15.0
8,2,2,4,3809,4937,22.8
2,4,2,4,3784,4842,21.9
10,1,2,4,3823,4985,23.3
2,1,3,4,3557,4350,18.2
5,4,2,4,3632,4785,24.1
11,2,2,4,3588,4710,23.8
5,1,2,4,4285,5531,22.5
0,1,3,4,3764,4237,11.2
5,2,2,4,4028,5179,22.2
4,2,2,4,4099,5251,21.9
1,4,2,4,3925,4806,18.3
3,2,2,4,4244,5468,22.4
7,3,2,4,3665,4760,23.0
2,0,3,4,3745,4456,16.0
12,2,2,4,3568,4667,23.5
1,3,2,4,4195,4996,16.0
10,2,2,4,3635,4819,24.6
8,0,2,4,4252,5559,23.5
4,0,3,4,3587,4594,21.9
9,3,2,4,3538,4872,27.4
11,1,2,4,3742,4857,23.0
4,1,2,4,4406,5409,18.5
0,0,3,4,3979,4359,8.7
13,1,2,4,3621,4796,24.5
0,3,2,4,4320,5150,16.1
9,2,2,4,3665,4851,24.4
0,2,3,4,3516,4028,12.7
9,1,2,4,3924,5081,22.8
9,0,2,4,4155,5451,23.8
14,0,2,4,3749,4981,24.7
7,1,2,4,4056,5228,22.4
2,3,2,4,4049,4963,18.4
8,1,2,4,3959,5187,23.7
1,1,3,4,3656,4234,13.7
11,0,2,4,3977,5155,22.9
3,1,2,5,4618,5813,20.6
12,1,1,5,5405,6899,21.7
8,2,1,5,5485,6971,21.3
5,4,1,5,5163,6405,19.4
0,2,2,5,4731,5536,14.5
9,2,1,5,5457,6815,19.9
11,3,1,5,4770,5977,20.2
14,1,1,5,5182,6546,20.8
10,2,1,5,5246,6674,21.4
10,4,1,5,4545,5621,19.1
2,1,2,5,4751,5798,18.1
13,1,1,5,5258,6649,20.9
6,3,1,5,5311,6835,22.3
13,2,1,5,4844,6121,20.9
10,3,1,5,4908,6163,20.4
6,0,2,5,4528,5790,21.8
14,0,1,5,5462,6967,21.6
9,4,1,5,4665,5897,20.9
0,1,2,5,5164,5904,12.5
1,1,2,5,4889,5896,17.1
9,3,1,5,4989,6337,21.3
12,2,1,5,5038,6291,19.9
5,0,2,5,4652,5838,20.3
15,0,1,5,5438,6844,20.5
12,3,1,5,4660,5813,19.8
2,0,2,5,5258,6293,16.4
11,2,1,5,5081,6383,20.4
1,0,2,5,5443,6414,15.1
7,3,1,5,5286,6605,20.0
3,0,2,5,5060,6196,18.3
4,4,1,5,5371,6519,17.6
8,3,1,5,5145,6467,20.4
4,0,2,5,4862,6220,21.8
6,4,1,5,4994,6208,19.6
7,4,1,5,4818,6037,20.2
1,2,2,5,4513,5503,18.0
8,4,1,5,4795,6028,20.5
5,3,1,6,5665,7068,19.9
7,2,1,6,5771,7292,20.9
10,0,1,6,6305,8047,21.6
3,3,1,6,6005,7486,19.8
5,2,1,6,6171,7868,21.6
12,0,1,6,5919,7558,21.7
4,3,1,6,5826,7282,20.0
3,4,1,6,5503,6897,20.2
4,2,1,6,6430,8160,21.2
2,4,1,6,5679,7022,19.1
0,0,2,6,5830,6476,10.0
8,1,1,6,6136,7693,20.2
9,1,1,6,5932,7510,21.0
11,1,1,6,5523,7011,21.2
0,4,1,6,6124,7321,16.4
11,0,1,6,6165,7889,21.9
10,1,1,6,5719,7275,21.4
6,2,1,6,6007,7563,20.6
13,0,1,6,5729,7251,21.0
2,3,1,6,6248,7768,19.6
1,4,1,6,5926,7224,18.0
7,1,1,6,6427,8022,19.9
0,3,1,7,6791,8127,16.4
1,3,1,7,6513,8040,19.0
1,2,1,7,7406,9037,18.0
3,2,1,7,6753,8413,19.7
5,1,1,7,6937,8780,21.0
4,1,1,7,7249,9223,21.4
7,0,1,7,7161,9066,21.0
6,0,1,7,7447,9532,21.9
8,0,1,7,6838,8713,21.5
9,0,1,7,6525,8470,23.0
2,2,1,7,7001,8712,19.6
6,1,1,7,6613,8408,21.3
0,2,1,8,7798,9338,16.5
2,1,1,8,7967,9889,19.4
12,4,0,8,7965,8406,5.2
3,1,1,8,7622,9500,19.8
11,4,0,8,8226,8689,5.3
4,0,1,8,8296,10412,20.3
5,0,1,8,7874,9995,21.2
3,0,1,9,8792,11112,20.9
13,3,0,9,8644,9099,5.0
1,1,1,9,8575,10437,17.8
0,1,1,9,9194,10901,15.7
2,0,1,9,9419,11679,19.4
10,4,0,9,9532,9612,0.8
11,3,0,10,10119,10694,5.4
13,2,0,10,10107,10742,5.9
9,4,0,10,9971,10046,0.7
8,4,0,10,10569,10726,1.5
12,3,0,10,10082,10381,2.9
1,0,1,10,10427,12435,16.1
10,3,0,11,11104,11218,1.0
14,2,0,11,10683,10845,1.5
15,1,0,11,10596,10887,2.7
7,4,0,11,10603,10979,3.4
12,2,0,11,11111,11215,0.9
0,0,1,11,11388,12803,11.1
6,4,0,12,12481,13134,5.0
9,3,0,12,11951,11981,0.3
7,3,0,12,12455,12515,0.5
8,3,0,12,11690,12221,4.3
5,4,0,13,13095,13276,1.4
12,1,0,13,13511,13764,1.8
16,0,0,14,13862,13134,5.5
4,4,0,14,13636,14548,6.3
13,1,0,14,13967,13120,6.5
14,1,0,14,13852,13322,4.0
11,2,0,14,14017,13501,3.8
10,2,0,14,13973,13371,4.5
3,4,0,15,14528,15736,7.7
13,0,0,16,16435,15464,6.3
15,0,0,17,17151,15022,14.2
5,3,0,17,17353,17339,0.1
8,2,0,18,17894,16366,9.3
10,1,0,22,22218,18456,20.4
